e1,1,1,1,50,94,133,32,168,ArialMT,9,Available online at www.sciencedirect.com
e1,1,2,1,50,94,133,32,168,VAGRoundedStd-Bold,16,ScienceDirect
e1,2,3,1,50,148,114,8,208,Times-Roman,8,Procedia - Social and Behavioral Sciences   186  ( 2015 )  388 – 394
e1,3,4,1,50,189,71,11,413,TimesNewRomanPSMT,11,"5th World Conference on Learning, Teaching and Educational Leadership, WCLTA 2014"
e1,4,5,1,50,213,85,16,379,TimesNewRomanPSMT,16,Educational Innovation in the Computer Architecture area
e1,5,6,1,50,240,79,28,382,TimesNewRomanPSMT,12,Jose Manuel Lopez-Guede
e1,5,7,1,50,240,79,28,382,TimesNewRomanPSMT,8,a
e1,5,8,1,50,240,79,28,382,TimesNewRomanPSMT,12,"*, Ismael Soto"
e1,5,9,1,50,240,79,28,382,TimesNewRomanPSMT,8,b
e1,5,10,1,50,240,79,28,382,TimesNewRomanPSMT,12,", Aitor Moreno Fdez. de Leceta"
e1,5,11,1,50,240,79,28,382,TimesNewRomanPSMT,8,c
e1,5,12,1,50,240,79,28,382,TimesNewRomanPSMT,12,","
e1,5,13,1,50,240,79,28,382,TimesNewRoman,12,Jesus Maria Larrañaga
e1,5,14,1,50,240,79,28,382,TimesNewRomanPSMT,8,d
e1,8,19,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,4,a
e1,8,20,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,7,"Systems Engineering and Automatic Control Dept, University College of Engineering of Vitoria, Basque Country University (UPV/EHU),C/Nieves Cano 12, 01006 Vitoria-Gasteiz, Spain"
e1,8,21,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,4,b
e1,8,22,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,7,"Electric Enginering Dept.,  Santiago de Chile University, Av. Ecuador 3519, 9170124 Santiago, Chile"
e1,8,23,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,4,c
e1,8,24,1,50,280,54,66,440,TimesNewRoman,7,"Ibermática, Leonardo Da Vinci 9, 01510 Miñano , Spain"
e1,8,26,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,4,d
e1,8,27,1,50,280,54,66,440,TimesNewRomanPS-ItalicMT,7,"Business Management Dept., University College of Engineering of Vitoria, Basque Country University (UPV/EHU), C/Nieves Cano 12, 01006Vitoria, Spain"
e1,9,30,1,50,353,50,154,447,TimesNewRomanPS-BoldMT,8,Abstract
e1,9,31,1,50,353,50,154,447,TimesNewRomanPSMT,8,"In the present work authors give a detailed description of the previously performed analysis carried out to formulate a concreteeducational innovation project proposal in the area of the Computer Architecture, more specifically, in the Computer Structureand Architecture sub-module. That project was submitted to the competitive Educational Innovation Projects Call 2013-2015 ofthe  Basque  Country  University  (UPV/EHU,  Spain),  and  fortunately,  it  was  elected  and  granted  by  the  Education  AdvisoryService of the same university. This project follows the the way started by another similar project but in other knowledge area ofElectronics in the same University College. In this paper, the specific problems of the Computer Structure and Architecture sub-module in the University College of Vitoria-Gasteiz (that is the place where it is being carried out) are analyzed, the frameworkin  a  wide  sense  is  described  (University,  University  College  and  syllabus)  and  the  specificities  of  the  current  project  areexplained.  All  the  analysis  is  done  taking  into  account  the  competences  point  of  view  (both  specific  for  each  subject  andtransversal for the degree)."
e1,9,32,1,50,353,50,154,447,Times-Roman,8,© 2015 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license
e1,9,33,1,50,353,50,154,447,TimesNewRoman,8,©
e1,9,34,1,50,353,50,154,447,TimesNewRomanPSMT,8,2015 The Authors. Published by Elsevier Ltd.
e1,9,35,1,50,353,50,154,447,Times-Roman,8,(http://creativecommons.org/licenses/by-nc-nd/4.0/).
e1,9,36,1,50,353,50,154,447,TimesNewRomanPSMT,8,Peer-review under responsibility of Academic World Education and Research Center.
e1,9,37,1,50,353,50,154,447,Times-Roman,8,Peer-review under responsibility of Academic World Education and Research Center
