pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
1,169,10,0,0,0,0,0,0,0,0,0,0,AU,"Jian-Long Hao, Xiao-Liang Xie,",i11
1,169,10,0,0,0,0,0,0,0,0,0,0,AU,"Gui-Bin Bian,",i11
1,169,10,0,0,0,0,0,0,0,0,0,0,AU,"Zeng-Guang Hou,",i11
1,169,10,0,0,0,0,0,0,0,0,0,0,AU,and Xiao-Hu Zhou,i11
1,237,9,0,0,0,0,0,0,0,0,0,0,AU,"Company) [2], [3] and delta device series (Force DimensionCompany) [4], [5]. Detailed research on the phantom hapticdevice can be found in [6], [7]. The other kind of hapticinterface is the admittance controlled one (force in and motionout), which is generally used for applications requiring highforce in a large workspace.",i11
1,170,10,0,0,0,0,0,0,0,0,0,0,AU,Dominik Dvorak,i12
1,170,10,0,0,0,0,0,0,0,0,0,0,AU,", Thomas B¨auml, Alexandra Holzinger",i12
1,170,10,0,0,0,0,0,0,0,0,0,0,AU,", and Hartmut Popp",i12
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,XIONGWEN ZHAO,i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Senior Member, IEEE), ADAM MOHAMED AHMED ABDO",i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,",CHEN XU",i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE), SUIYAN GENG",i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", JIANHUA ZHANG",i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Senior Member, IEEE),AND IMRAN MEMON",i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE)",i13
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,NING LI,i14
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", HAIYI SUN",i14
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", ZHOUTONG LI",i14
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", AND QINGLING ZHANG",i14
1,233,9,0,0,0,0,0,0,0,0,0,0,AU,CAIDONG GU,i15
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,JUAN CRUZ-BENITO,i16
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE), ANDREA VÁZQUEZ-INGELMO",i16
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,",JOSÉ CARLOS SÁNCHEZ-PRIETO",i16
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", ROBERTO THERÓN",i16
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,",FRANCISCO JOSÉ GARCÍA-PEÑALVO",i16
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE),AND MARTÍN MARTÍN-GONZÁLEZ",i16
1,257,9,0,0,0,0,0,0,0,0,0,0,AU,AKRAM A. ALMOHAMMEDI,i17
1,257,9,0,0,0,0,0,0,0,0,0,0,AU,", NOR KAMARIAH NOORDIN",i17
1,257,9,0,0,0,0,0,0,0,0,0,0,AU,", (Senior Member, IEEE),ADUWATI SALI",i17
1,257,9,0,0,0,0,0,0,0,0,0,0,AU,", (Senior Member, IEEE),FAZIRULHISYAM HASHIM",i17
1,257,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE),AND MOHAMMED BALFAQIH",i17
1,257,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE)",i17
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,SHAOYI XU,i19
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Member, IEEE), YAN LI",i19
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", YUAN GAO",i19
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", YANG LIU",i19
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,",AND HARIS GAČANIN",i19
1,261,9,0,0,0,0,0,0,0,0,0,0,AU,", (Senior Member, IEEE)",i19
