filename,top,Text
m1,1528,2. Materials and Methods
m1,2449,3. Results
m1,10344,4. Discussion
m10,544,1. Introduction
m10,1528,2. Materials and Methods
m10,2177,3. Results and Discussion
m10,8204,4. Conclusions
m11,544,1. Introduction
m11,1271,2. Materials and Methods
m11,1501,Table 1.
m11,1526,Density(g/mm ) Length(mm) Diameter( m) TensileStrength (MPa) Young’sModulus (GPa) Elongation(%)
m11,1531,Fiber
m11,5860,σ ( δ ) d δ ≡ J
m11,5862,J ≤ σ δ −
m11,5890,where σ is the maximum ﬁber bridging stress and δ is the crack opening corresponding to σ on theﬁber bridging curve.
m11,7616,References
m12,3708,3. Methodology of Multi-Index Comprehensive Evaluation
m12,5864,p p
m12,5877,e =
m12,5878,-9
m12,5885,ln n
m12,11202,4. A Case Study of Coal-Fired Power Units
m12,12826,"= ( 0.7418, 0.4420, 0.8038, 0.8371, 0.5063, 0.6967, 0.7916 )"
m12,12827,-35
m12,15911,Figure 5.
m13,590,1. Introduction
m13,3264,"The spatial distribution of azimuthal dispersion may be visualized through the spatial mapof ∆Φ / ∆Φ 0 in selected illuminated spots of fresh and unfresh samples. Two typical color maps oforientation ﬂuctuation amplitude ∆Φ / ∆Φ 0 in fresh and unfresh samples, in an area of 300 125 µ m 2 , are depicted in Figure 3a, to the left and to the right, respectivley. The probability density functions (PDF) of orientation ﬂuctuations ∆Φ / ∆Φ 0 for the two samples are plotted in Figure 2b. The PDF of ∆Φ / ∆Φ 0 for the fresh sample shows a skewed line shape with a fat tail, which we found could beﬁtted by a Levy stable distribution [28–33], as shown in Figure 3b by the solid red curve. Recently,the Levy stable distribution has found increasing interest in several applications in diverse ﬁeldsfor describing complex phenomena [28–33]. This kind of probability distribution does not have ananalytical expression, but is represented by a characteristic function deﬁned by four parameters:stability index , skewness parameter , scale parameter (width of the distribution) and locationparameter . These parameters vary in the ranges of 0 < 2, 1 1, > 0 and real.For Gaussian distribution, the stability parameter becomes 2 Condens. Matter 2017 , 2 , 28  5 of 10 Figure 3. ( a ) Maps of axon orientation fluctuations given by ΔΦ , normalized to their mean value ΔΦ , in an area of 300 × 125 μ m of fresh state, to the left, and unfresh state, to the right, axons in the sciatic nerve of a Xenopus Laevis ; ( b ) Probability density function (PDF) of the orientation fluctuations ΔΦ / ΔΦ for fresh and unfresh samples in semilog plot. We note the fat tails of the PDF in the fresh sample are fitted by a Levy stable distribution."
m14,1217,2. Materials and Methods
m14,1450,Table 1.
m14,1474,Parameters Conditions
m14,7275,4. Conclusions
m15,679,Keywords:
m15,2165,Figure 1.
m15,2309,2. Materials and Methods
m15,3218,SampleVolume (mL) Model WineVolume (mL) Total Volume(mL)
m15,3224,Dilution Factor Weighting Factor
m15,4231,3. Results
m15,5489,56
m15,10238,4. Discussion and Conclusions
m15,10843,12 16 19 21 22 24 27 37 39 44 46 49 50
m16,1032,1. Introduction
m16,2312,2. Materials and Methods
m16,3708,3. Results and Discussion
m16,5872,"To test the sorbent tubes used, a set of serial dilutions were conducted using the 30 componentVOC gas standard (NPL 30). A particular focus of this testing was to determine the linearity of thecalibration for the more volatile compounds being targeted by the new set-up (i.e., C -C ) over arange of mixing ratios from 0.4 to 4 ppbv. The results of these tests showed that this method was notsuitable for the analysis of species with 4 or less carbon atoms but gave a linear response for isoprene,the speciﬁc target compound of interest, at expected atmospheric mixing ratios (shown in Table 1)."
m16,9951,4. Conclusions
m16,10545,AppendixA.SupplementaryInformation FigureA1.
m16,10947,Appendix
m16,11324,References
m17,711,1. Introduction
m17,2985,Figure 2. a b
m17,4265,3. Materials and Methods
