filename,top,Text
a1,7210,3.4.1. Experiment1.
a1,7942,3.4.2. Experiment Replication (Experiment 2).
a1,8638,3.5.1. Task1–DeriveUseCaseSpeciﬁcations.
a1,11606,3.6.1. Error Rate.
a1,13130,"3.6.2. Understandability, Applicability and Restrictiveness."
a1,13246,3.6.3. Quality of Analysis Class Diagram (CD).
a1,14066,3.6.4. Quality of Analysis Sequence Diagram (SD).
a1,15689,3.6.5. CorrectnessofResponsestotheComprehensionQuestionnaires(QC).
a1,17253,4.1.1. ErrorRate.
a1,17500,4.1.2. Understandability.
a1,18276,4.1.3. Applicability.
a1,18817,4.1.4. Restrictiveness.
a1,19080,4.2.1. QualityofAnalysisClassDiagram(CD).
a1,21266,4.2.2. Quality of Analysis Sequence Diagram (SD).
a1,21754,4.2.3. Correctness of Responses to the Comprehension Questionnaire.
a12,2692,2.1.2. Earcons.
a12,13098,4.2.2. The Spiral Discovery Method.
a13,5804,u i j f f z u i j z u i j q u i j i q u i j c
a13,7233,e a i j
a13,8004,e h u e h e d e
a13,8074,e h u e h e d e
a13,8075,d u
a13,8076,d
a13,8928,l q i c
a13,14948,O n m d d n m O n m
a14,964,N R DEVANUR ET AL
a14,2677,p
a14,2724,p
a14,8060,S A x m S m S x s A B t
a14,8268,m S m S
a14,11600,EMMA
a14,13059,EMMA
a14,13105,ROOF
a14,13258,EMMA
a14,13293,ROOF
a14,14071,ACKNOWLEDGMENTS
a14,14122,REFERENCES
a14,14139,"A , K., D , G. 1954. Existence of an equilibrium for a competitive economy."
a14,14148,", 265–290."
a14,14158,"B , W. C., S , H. E. 2000. How to compute equilibrium prices in 1891."
a14,14168,1270
a14,14178,"C , D., D , N., V , V. 2006. New results on rationality and strongly polynomial solvability in Eisenberg-Gale markets. In ."
a15,4781,"If the input implicit graph is ﬁnite, the algorithm of Table I terminates"
a15,6158,p q q
a15,6182,p q
a15,7228,Example . p p q q q q
a15,8038,SG SG SG SG n n t n s t t t s t S S p q S p q
a15,8267,SG G p q SG SG
a15,13115,3.4.2. HeuristicBasedonCommunicationActions: (cid:2) h .
a19,8060,multilevel
a2,9593,"4.7.1 Invariant Restoration. In some cases, state correctness can be expressed as an invariant.Consequently, repair means restoring the invariant, if possible, with a minimum of changes fromthe current erroneous state."
a20,3017,// ..
a20,12964,java.lang.Class
a20,13089,evalSymbolic evalSymbolic evalSymbolic Subtype Ite
a20,13299,@interface A { .. } (p A) { .. } (p.getClass().isAnnotationPresent(A. )) { .. }
a20,14033,Obj ← Pop();Push(Classref(Dyntype(Obj));
a20,14067,"Param ← Type(Pop());Receiver ← Type(Pop());Push(Ite(Subtype(Param,Receiver), Bv32(1), Bv32(0)));"
a20,14088,// literal ints
