filename,top,Text
s11,1295,m/z
s12,6381,di di m/z di di m/z di di m/z m/z di di di di di m/z di
s13,3957,90
s14,1160,where R and R are the charge transfer resistance
s15,1945,Methods A B 1 2 3 4
s16,2789,Results and discussion
s17,1366,P.  speciosa
s17,1892,Total flavonoid content (TFC)
s17,2264,Identification of individual flavonoids and phenolic acids using UHPLC
s17,2781,Total flavonoid and individual flavonoid content
s17,2804,Results and discussion Preliminary phytochemical screening
s17,3959,p
s17,4700,P. speciosa
s19,1300,Chemicals
s19,3813,Satureja intermedia
s20,1895,Penetration assay
s20,2130,Total height of the emulsion = Height of the aqueous layer (cid:1) 100
s21,3610,Survey
s21,7651,et al. J Cheminform  (2017) 9:63
s22,1902,Fig. 1
s23,1839,Magnesium aluminate spinel (MgAl O ) was prepared bythe co-precipitation method [24]. Stoichiometric quantitiesof Mg (NO ) (cid:2) 6H O and Al (NO ) (cid:2) 9H O were dissolvedin distilled water and the precipitation of hydroxide wascarried out at a controlled pH 9 using 1 M NH OH solutionat room temperature with vigorous stirring. The precipitatewas washed several times with distilled water to removethe excess of nitrate ions. It was dried in an air oven at373 K for 12 h and then calcined at 1073 K for 8 h to givea spinel phase of MgAl O .
s23,2808,Results and discussion
s23,4711,Temperature-programmed desorption of CO
s23,5485,Fig. 5 a b c d
s23,5799,ethylbenzene dehydrogenation with
s24,3568,m
s24,4834,10
s24,6529,RS (100%)
s25,1558,kerP
s25,1837,Relevant characteristics Source
s25,1867,E. coli
s25,2012,mpr ′ kerP
s25,2036,aprE kerP
s25,2048,xynD kerP
s25,2061,bglS kerP
s25,2073,mpr kerP
s25,2085,xynA kerP
s25,2097,abnA kerP
s25,2277,Temperature and pH dependence
s25,2822,aprE
s25,2831,Nru
s25,2843,aprE
s25,2852,Xho
s25,2865,Nru xynD
s25,2877,xynD
s25,2886,Xho
s25,2898,bglS
s25,2907,Nru
s25,2919,bglS
s25,2928,Xho
s25,2940,mpr
s25,2949,Nru
s25,2961,mpr
s25,2970,Xho
s25,2982,xynA
s25,2991,Nru
s25,3024,abnA
s25,3033,Nru
s25,3046,Xho abnA
s25,3754,100
s25,4489,B. subtilis B.subtilis B.  polyfermenticus
s25,5461,6
s25,5466,400
s25,5671,b
s26,1071,Induced polarization
s26,1144,Short range repulsion
s26,1898,Review
