filename,top,Text
i1,560,I. INTRODUCTION
i1,1235,II. RELATED WORKS
i1,2995,III. THE PROPOSED SYSTEM
i1,4596,IV. EXPERIMENTAL RESULTS
i1,7612,V. CONCLUSION
i10,400,NTRODUCTION
i10,1095,ODEL
i10,2445,III. D - E
i10,2877,ATA FLOW RRORS ETECTION ASED ON
i10,5762,ASE TUDY
i12,488,I. M S
i12,1256,Fig. 2.ment at 25 ° C. Imposed cell current and resulting voltage proﬁle during a measure-
i12,1803,Algorithm 1: for do
i12,1829,iStart i
i12,1842,end forfor iStart do
i12,1863,iRs t t iStart iRp1 t t iStart iRp2 t t iStart
i12,2826,a
i12,3728,end forend whilereturn
i12,3928,H
i13,393,ABSTRACT C U R
i13,612,I. INTRODUCTION
i13,1343,II. SYSTEM MODEL h
i13,1780,U V w
i13,1781,h
i13,1828,R U V U V
i13,1836,R c R
i13,1839,w
i13,1844,h a a a a a
i13,2025,h R
i13,2027,h
i13,2030,R R H H h h h
i13,2113,h h h
i13,2231,R
i13,2238,c R
i13,2239,w
i13,2241,w
i13,2309,w w
i13,2334,R R
i13,2426,C A
i13,2435,R U V U V
i13,2613,A A A
i13,2625,A A A
i13,2628,A
i13,2635,A CUR A
i13,2655,R A A A A
i13,2667,A A C U R
i13,2679,A
i13,2708,U C R A A CUR
i13,2771,A
i13,3812,v
i13,3814,h h h
i13,3918,h h c
i13,4272,h h h
i13,4300,h h h
i13,4307,v
i14,580,I. INTRODUCTION
i14,1284,II. NEURAL NETWORKS MODEL AND PRELIMINARIES
i14,3264,-13 +
i14,4493,"+ ( ( )) + ( ) ,"
i14,4787,The chaotic neural networks with mixed delays
i15,948,3
i15,1570,II. RELATED WORK
i15,2048,III. PRELIMINARIES
i15,3106,67
i15,3692,V. PROBABILISTIC IDENTIFICATION PROTOCOL WITHOPTIMIZED COMMUNICATION
i15,5662,DIP:
i15,6154,PIP-E:
i15,7612,REFERENCES
i16,601,INDEX TERMS
i16,653,I. INTRODUCTION
i16,1258,"Regarding the data used in this research, it is worth noting that to generate the predictive models needed to characterize the main factors that affect users in completing the question-naires, the authors have chosen only those available before the users began the questionnaire. This is because the research is focused on investigating which factors predetermine partici- pants’ success or failure in completing the form, considering all the factors related only to personal context and device and software used to access the web forms. The data aboutthe personal context of the user are provided by the OEEU’s system and include information submitted by the university where the user (graduated) studied. All the information that could be used to create the models that predict whether theuser will complete the questionnaire (before starting it) is pre-sented in Table 1. Table 1 also explains the data variables usedand whether they were valuable for the models. This researchhas been carried out with a total of 7349 users (all whohave some type of experience with the web forms). Of them,the data from 5768 users were considered initially. Finally,data from 3456 users (those resultant after cleaning the data)were used to train and try the machine-learning algorithms(as will be explained in the following section); 1165 userswere the cohort introduced in a phase of reinforcement for the questionnaires that validated the rules generated to adapt the web form to users. This number (1165) includes userswho did not complete the web form in the ﬁrst stage as wellas users that joined the experiment during the reinforcementand validation phase. Other users (416) only viewed the web forms without starting them. For that reason, were notconsidered in the experimental report."
i16,9089,"Pre-reinforcement users randomly assigned to thewrong vertical (G1, n 3833):"
i16,9391,"Pre-reinforcement users randomly assigned to theright vertical (G2, n 1542): Post-reinforcement users (G3, n 1003):"
i17,635,INDEX TERMS
i17,673,I. INTRODUCTION
i17,1258,"Yet, the criteria and procedures for selecting the channel access scheme type and measuring the level of congestion on the channel are not speciﬁed in the IEEE 1609.4. The policy of selecting a SCH type and setting up non-overlapping time intervals over the same SCH frequency by the providersare also not clearly deﬁned in the IEEE 1609.4 standard draft. Moreover, according to the legacy standard and other researchers, the SCH communications resource reservation mechanism between service providers and users is imple- mented over the CCH during the ﬁxed CCHI. Consequently, in heavy trafﬁc, safety packets may suffer from severe colli-sions with control packets on the CCH, resulting in unrelia- bility and low PDR of safety applications. Thus, an adaptiveSCH resource reservation mechanism is needed to reducesafety packet collisions over the CCH, and ensure highernetwork throughput of service applications over the SCHs.Typically, the transmission of safety applications in VANETsfollows broadcast mode in which the failed broadcast packetwill never be detected due to the lack of acknowledgementsexchange among vehicles. As a result, the CW size valuefor safety applications remains constant, and accordingly thecollisions of safety packets are increased in heavy networkconditions. For this reason, collision-aware packet transmis- sion mechanism on the CCH is needed providing best initial CW size value according to the network conditions. Thiswill improve time diversity among vehicles, and ensure fewercollisions and higher PDR for safety packet on the CCH."
i17,3597,III. SYSTEM MODEL AND ASSUMPTIONS
i17,8732,", 0"
i17,8733,","
i17,8951,-15
i17,12132,=
i18,1244,Abstract:
i18,1417,Index Terms:
i18,1447,1. Introduction
i18,2935,2.1 The CIE Model
i18,3785,3. Proposed Lighting Level Modeling and Control
i18,4784,f ( t ) = v ρ ( t ) 1 −
i18,4786,-7
i18,5142,This can be written in a matrix form as shown in (10) which can be linearized by setting theas shown in the equality statements
i18,5588,V )
i18,7264,4.3 Static Roadway Parameters
i18,8620,6. Conclusion
i18,8851,References
i19,685,INDEX TERMS
i19,748,I. INTRODUCTION
i2,984,II. PRELIMINARIES
i2,1212,III. PROPOSED BLOCKCHAIN BASED ID AS A SERVICE
i2,2866,IV. DISCUSSION
i2,3725,V. CONCLUSION
i20,577,I. INTRODUCTION
i20,709,II. URDU LANGUAGE AND MORPHOLOGY
i20,1255,"(husband wife). (bandaging),"
i20,3241,IV. PROPOSED URDU STEMMER
i20,7204,DB
i20,7205,SW UW UW UW H UW C
