pageno,top,fonts_size,hasAck,hasAt,Allcap,hasTable,hasFigure,hasRef,hasR,hasAbstract,italic,Bold,LABEL,Text,filename
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,DARIO COLAZZO,a11
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,GIORGIO GHELLI,a11
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,CARLO SARTIANI,a11
1,184,9,0,0,0,0,0,0,0,0,0,0,AU,´AD ´AM CSAP ´O,a12
1,184,9,0,0,0,0,0,0,0,0,0,0,AU,GY ¨ORGY WERS ´ENYI,a12
1,256,10,0,0,0,0,0,0,0,0,0,0,AU,CHRISTOS H. PAPADIMITRIOU,a14
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,NICOLETTA DE FRANCESCO and GIUSEPPE LETTIERI,a15
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,ANTONELLA SANTONE,a15
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,GIGLIOLA VAGLINI,a15
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,AHMAD FADZIL M. HANI,a16
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,IRVING VITRA PAPUTUNGAN,a16
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,MOHD FADZIL HASSAN,a16
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,"JEFF HUANG, JINGUO ZHOU and CHARLES ZHANG",a17
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,"WEI HUANG, AFSHAR GANJALI, BEOM HEYN KIM, SUKWON OH, and DAVID LIE",a18
1,234,12,0,0,0,0,0,0,0,0,0,0,AU,(cid:2),a18
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,ARNAUD HUBAUX,a19
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,THEIN THAN TUN,a19
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,PATRICK HEYMANS,a19
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,MAINUL ISLAM and CHRISTOPH CSALLNER,a20
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,ADAM KIEZUN,a21
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,VIJAY GANESH,a21
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,SHAY ARTZI,a21
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,PHILIP J. GUO,a21
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,PIETER HOOIMEIJER,a21
1,197,9,0,0,0,0,0,0,0,0,0,0,AU,MICHAEL D. ERNST,a21
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,LEONID A. LEVIN,a24
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,ZHIFENG LI and DIHONG GONG,a25
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,KAI ZHU,a25
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,DACHENG TAO,a25
1,180,10,0,0,0,0,0,0,0,0,0,0,AU,XUELONG LI,a25
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,VIOLETA MEDINA,a29
1,185,9,0,0,0,0,0,0,0,0,0,0,AU,JUAN MANUEL GARC´IA,a29
1,194,10,0,0,0,0,0,0,0,0,0,0,AU,ARANYAK MEHTA,a30
1,236,10,0,0,0,0,0,0,0,0,0,0,AU,AMIN SABERI,a30
