filename,top,Text
m1,1551,2.1. Chemicals
m1,1621,2.2. Samples and Reagents Preparation
m1,5623,3.4. The Nature of Running Buffer Affects Spikes Detection
m1,5800,3.5. The Link between Spikes and Aggregates Is Supported by Ultrasound-Treatment of Samples
m1,5897,3.6. The Use of Thioﬂavine T in Running Buffer Must Be Carefully Controlled and Validated
m10,2889,3.1. Separation of Polystyrene Nanoparticles
m10,6542,3.2. Separation of Gold Nanoparticles
m11,4161,Figure 4. a b c d
m12,4283,y i n j m
m12,4290,x
m12,4315,x x
m12,4320,i Y y
m12,6386,r
m12,6474,j m
m12,6540,B m W W W W
m12,8498,CI λ m m m RI
m12,10219,w
m12,10224,w
m12,10226,j n j h
m13,1491,Xenopus Laevis
m13,1734,"Figure 1. ( a ) Main components of the S μ XRD apparatus. A typical 2D single diffraction frame, collected with the FReLon camera, shows 4 concentric arcs. The diffraction pattern is measured point by point allow spatial maps of the extracted quantities to be built, e.g., total intensity; ( b ) Pictorial view of the protein-depleted membrane layers made of polar lipid groups, lpg , with thickness d , intercalated with two hydrophilic layers: the Schwann cell cytoplasm, cyt , and the extracellular apposition, ext , with thicknesses d and d , respectively. The specific myelin sheath proteins: Peripheral Myelin Protein 22 (PMP22), P0, P2 and Myelin Basic Protein (MBP) are schematized."
m13,1924,2. Results and Discussion
m13,1966,cyt lpg ext lpg ext lpg cyt
m13,2955,y y
m13,3999,Xenopus Laevis
m13,6382,Xenopus leavis
m13,7276,Biochim. Biophys. Acta (BBA)—Biomembr. 1788
m14,4723,n n n n n
m14,5591,n
m15,3061,"A simple ADA was performed by analyzing successive dilutions of the wine sample, until theodor response from each compound or chromatographic column elution time region of interest was nolonger noted at the olfactory detector. The odor dilution (OD) was assigned to the value of the sampledilution that results in odor extinction (i.e., not detected) at the olfactory detector (sniff port of GC).The higher the OD, the more signiﬁcant that compound was in the overall aroma proﬁle of the sample.Triplicate samples were analyzed, by a single trained panelist. Table 1 outlines dilution factors andweighting factors used in this research."
m15,3328,2.3. Automated GC-MS-Olfactometry System
m16,1160,"The majority of online, longer term atmospheric VOC measurements span a range of C -C hydrocarbons; including alkanes, alkenes and simple aromatic compounds such as benzene, tolueneand xylenes. This select group of VOCs are routinely measured in many countries for compliancewith air quality policy, however there are potentially many thousands of VOC compounds that arenot routinely measured and as a result their inﬂuence on local processes and secondary pollutiongeneration is not well established. The complexity is further complicated by the exponential increasein structural isomers with increasing carbon number [2]."
m16,6384,3.2. Comparison of GC-GC GC with an Established DC-GC
m16,6995,3.3. Bachok Demonstration ‘International Opportunities Fund’ campaign
m17,1961,2. Results and Discussion
m17,2985,IV V
m17,6384,Carbon
m17,6397,50
m17,6423,ACS Nano 6
m17,6436,Proc. Natl. Acad. Sci. USA 109
m17,6474,Thin Solid Films 532
m17,6487,Appl. Phys. Lett. 100
m17,7276,Nature 486
m18,3176,x T
m18,6383,T T
m18,7276,J. Phys. Soc. Jpn. 81
m19,1924,K
m19,1970,v/v
m19,2002,v/v
